eventID,Agency,year,month,day,hour,minute,second,timeError,longitude,latitude,SemiMajor90,SemiMinor90,ErrorStrike,depth,depthError,magnitude,sigmaMagnitude,magnitudeType
1130,,2014,3,12,5,34,0.0,,-731540.0,67990.0,,,,147.0,,3.2,3.2,
1131,,2014,3,12,8,11,0.0,,-731530.0,67980.0,,,,148.0,,2.7,2.7,
1132,,2014,3,12,20,10,0.0,,-731380.0,68470.0,,,,141.0,,3.3,3.3,
1133,,2014,3,14,6,23,0.0,,-731580.0,68230.0,,,,146.0,,3.0,3.0,
1134,,2014,3,15,13,9,0.0,,-731560.0,68170.0,,,,144.0,,3.3,3.3,
1135,,2014,3,15,21,52,0.0,,-731730.0,68330.0,,,,136.0,,3.2,3.2,
1136,,2014,3,16,0,24,0.0,,-731030.0,68060.0,,,,150.0,,3.3,3.3,
1137,,2014,3,16,4,26,0.0,,-731400.0,68320.0,,,,145.0,,3.0,3.0,
1138,,2014,3,16,9,10,0.0,,-731410.0,68080.0,,,,145.0,,2.9,2.9,
1139,,2014,3,17,23,8,0.0,,-731440.0,67990.0,,,,142.0,,3.3,3.3,
1140,,2014,3,18,21,56,0.0,,-731450.0,68020.0,,,,137.0,,3.2,3.2,
1141,,2014,3,19,20,33,0.0,,-731120.0,68120.0,,,,144.0,,3.3,3.3,
1142,,2014,3,20,8,0,0.0,,-731520.0,68270.0,,,,146.0,,3.2,3.2,
1143,,2014,3,23,1,33,0.0,,-731410.0,68280.0,,,,146.0,,3.3,3.3,
1144,,2014,3,23,10,19,0.0,,-731560.0,68260.0,,,,145.0,,3.4,3.4,
1145,,2014,3,23,11,58,0.0,,-731540.0,68220.0,,,,143.0,,3.3,3.3,
1146,,2014,3,28,6,5,0.0,,-731610.0,68130.0,,,,143.0,,3.5,3.5,
1147,,2014,3,29,9,21,0.0,,-731530.0,68230.0,,,,142.0,,3.3,3.3,
1148,,2014,4,3,8,47,0.0,,-731500.0,68240.0,,,,147.0,,3.5,3.5,
1149,,2014,4,6,12,32,0.0,,-731180.0,68310.0,,,,151.0,,3.3,3.3,
1150,,2014,4,8,0,53,0.0,,-731640.0,68170.0,,,,136.0,,3.3,3.3,
1151,,2014,4,8,21,19,0.0,,-731270.0,68010.0,,,,150.0,,3.3,3.3,
1152,,2014,4,9,5,22,0.0,,-731750.0,68130.0,,,,135.0,,3.0,3.0,
1153,,2014,4,9,13,8,0.0,,-731230.0,68270.0,,,,150.0,,3.4,3.4,
1154,,2014,4,10,15,36,0.0,,-731470.0,68280.0,,,,154.0,,3.4,3.4,
1155,,2014,4,12,0,43,0.0,,-731480.0,68250.0,,,,144.0,,3.1,3.1,
1156,,2014,4,12,5,53,0.0,,-731520.0,68250.0,,,,139.0,,3.1,3.1,
1157,,2014,4,14,0,15,0.0,,-731380.0,68090.0,,,,147.0,,3.4,3.4,
1158,,2014,4,16,19,53,0.0,,-731280.0,68180.0,,,,143.0,,3.0,3.0,
1159,,2014,4,19,22,4,0.0,,-731550.0,68250.0,,,,139.0,,3.3,3.3,
1160,,2014,4,21,21,11,0.0,,-731310.0,68320.0,,,,151.0,,3.7,3.7,
1161,,2014,4,23,19,25,0.0,,-731450.0,68320.0,,,,139.0,,3.3,3.3,
1162,,2014,4,23,22,36,0.0,,-731480.0,68190.0,,,,145.0,,3.1,3.1,
1163,,2014,4,25,20,32,0.0,,-731480.0,68090.0,,,,146.0,,3.3,3.3,
1164,,2014,4,27,2,0,0.0,,-731330.0,68070.0,,,,145.0,,3.2,3.2,
1165,,2014,4,28,12,23,0.0,,-731520.0,68060.0,,,,145.0,,3.4,3.4,
1166,,2014,5,1,3,55,0.0,,-731480.0,68080.0,,,,149.0,,3.2,3.2,
1167,,2014,5,2,23,15,0.0,,-731340.0,68140.0,,,,149.0,,3.2,3.2,
1168,,2014,5,5,14,29,0.0,,-731590.0,68300.0,,,,145.0,,3.4,3.4,
1169,,2014,5,11,20,25,0.0,,-731600.0,68200.0,,,,149.0,,3.4,3.4,
1170,,2014,5,17,22,22,0.0,,-731440.0,68130.0,,,,140.0,,3.2,3.2,
1171,,2014,5,20,7,54,0.0,,-731300.0,68310.0,,,,148.0,,3.1,3.1,
1172,,2014,5,20,23,33,0.0,,-731310.0,68460.0,,,,146.0,,3.5,3.5,
1173,,2014,5,22,9,51,0.0,,-731260.0,68090.0,,,,147.0,,3.2,3.2,
1174,,2014,5,22,23,44,0.0,,-731470.0,68410.0,,,,143.0,,3.4,3.4,
1175,,2014,5,27,1,16,0.0,,-731390.0,68100.0,,,,140.0,,3.2,3.2,
1176,,2014,5,27,15,17,0.0,,-731480.0,67850.0,,,,144.0,,3.3,3.3,
1177,,2014,5,28,11,32,0.0,,-731750.0,68230.0,,,,137.0,,3.1,3.1,
1178,,2014,5,30,6,21,0.0,,-731570.0,68160.0,,,,138.0,,3.1,3.1,
1179,,2014,5,30,9,16,0.0,,-731480.0,68260.0,,,,144.0,,3.1,3.1,
1180,,2014,5,30,13,59,0.0,,-731610.0,68360.0,,,,143.0,,3.4,3.4,
1181,,2014,5,30,15,49,0.0,,-731490.0,68160.0,,,,139.0,,3.5,3.5,
1182,,2014,6,1,6,57,0.0,,-731640.0,67910.0,,,,142.0,,3.1,3.1,
1183,,2014,6,1,13,44,0.0,,-731450.0,68180.0,,,,145.0,,3.3,3.3,
1184,,2014,6,2,19,52,0.0,,-731430.0,68180.0,,,,145.0,,3.4,3.4,
1185,,2014,6,3,3,42,0.0,,-731490.0,68170.0,,,,140.0,,3.1,3.1,
1186,,2014,6,4,22,28,0.0,,-731630.0,68330.0,,,,146.0,,3.6,3.6,
1187,,2014,6,7,3,44,0.0,,-731320.0,68240.0,,,,146.0,,3.4,3.4,
1188,,2014,6,9,4,24,0.0,,-731240.0,68020.0,,,,149.0,,3.5,3.5,
1189,,2014,6,9,6,10,0.0,,-731390.0,68060.0,,,,144.0,,3.2,3.2,
1190,,2014,6,15,7,20,0.0,,-731350.0,68180.0,,,,145.0,,4.1,4.1,
1191,,2014,6,16,23,14,0.0,,-731630.0,68060.0,,,,144.0,,3.7,3.7,
1192,,2014,6,17,4,15,0.0,,-731550.0,68320.0,,,,143.0,,3.3,3.3,
1193,,2014,6,18,0,52,0.0,,-731530.0,68330.0,,,,144.0,,3.3,3.3,
1194,,2014,6,18,2,34,0.0,,-731530.0,68070.0,,,,142.0,,3.2,3.2,
1195,,2014,6,20,3,7,0.0,,-731300.0,68450.0,,,,146.0,,3.2,3.2,
1196,,2014,6,22,6,47,0.0,,-731750.0,68010.0,,,,137.0,,3.5,3.5,
1197,,2014,6,23,18,37,0.0,,-731540.0,68060.0,,,,144.0,,3.2,3.2,
1198,,2014,6,23,23,10,0.0,,-731750.0,68190.0,,,,139.0,,3.2,3.2,
1199,,2014,6,25,19,13,0.0,,-731440.0,67920.0,,,,146.0,,3.3,3.3,
1200,,2014,7,4,1,41,0.0,,-731510.0,67940.0,,,,141.0,,3.5,3.5,
1201,,2014,7,4,21,51,0.0,,-731450.0,68210.0,,,,144.0,,3.4,3.4,
1202,,2014,7,9,19,55,0.0,,-731390.0,68210.0,,,,149.0,,3.7,3.7,
1203,,2014,7,10,1,22,0.0,,-730840.0,68090.0,,,,148.0,,3.2,3.2,
1204,,2014,7,15,10,14,0.0,,-731650.0,68230.0,,,,144.0,,3.4,3.4,
1205,,2014,7,17,12,18,0.0,,-731700.0,68210.0,,,,144.0,,3.3,3.3,
1206,,2014,7,17,17,20,0.0,,-731480.0,68350.0,,,,139.0,,3.2,3.2,
1207,,2014,7,20,0,58,0.0,,-731560.0,68290.0,,,,146.0,,3.4,3.4,
1208,,2014,7,20,13,42,0.0,,-731540.0,68080.0,,,,139.0,,3.2,3.2,
1209,,2014,7,22,2,32,0.0,,-731390.0,67910.0,,,,143.0,,3.4,3.4,
1210,,2014,7,25,0,13,0.0,,-731510.0,67970.0,,,,141.0,,3.5,3.5,
1211,,2014,7,25,14,4,0.0,,-731520.0,68240.0,,,,146.0,,3.4,3.4,
1212,,2014,7,26,21,20,0.0,,-731660.0,68100.0,,,,136.0,,3.2,3.2,
1213,,2014,7,28,23,15,0.0,,-731680.0,68030.0,,,,135.0,,3.6,3.6,
1214,,2014,7,30,9,49,0.0,,-731650.0,68000.0,,,,138.0,,3.3,3.3,
1215,,2014,7,30,23,2,0.0,,-732730.0,68600.0,,,,122.0,,3.4,3.4,
1216,,2014,7,31,8,59,0.0,,-731280.0,67960.0,,,,144.0,,3.2,3.2,
1217,,2014,8,7,11,17,0.0,,-731650.0,68140.0,,,,143.0,,3.6,3.6,
1218,,2014,8,8,16,57,0.0,,-731610.0,68090.0,,,,137.0,,3.2,3.2,
1219,,2014,8,9,13,19,0.0,,-731690.0,68200.0,,,,144.0,,3.2,3.2,
1220,,2014,8,20,5,18,0.0,,-731460.0,68040.0,,,,143.0,,3.5,3.5,
1221,,2014,8,20,11,31,0.0,,-731690.0,68220.0,,,,142.0,,3.1,3.1,
1222,,2014,8,22,2,14,0.0,,-731530.0,68080.0,,,,151.0,,3.8,3.8,
1223,,2014,8,23,22,34,0.0,,-731190.0,68110.0,,,,152.0,,3.2,3.2,
1224,,2014,8,26,6,37,0.0,,-731580.0,68140.0,,,,144.0,,3.6,3.6,
1225,,2014,8,29,4,5,0.0,,-731410.0,68170.0,,,,142.0,,3.3,3.3,
1226,,2014,8,30,5,4,0.0,,-731320.0,68060.0,,,,149.0,,3.7,3.7,
1227,,2014,9,1,23,32,0.0,,-731580.0,68190.0,,,,143.0,,3.7,3.7,
1228,,2014,9,6,22,38,0.0,,-731900.0,68270.0,,,,142.0,,3.4,3.4,
1229,,2014,9,8,12,18,0.0,,-731600.0,68020.0,,,,148.0,,3.6,3.6,
1230,,2014,9,9,14,25,0.0,,-731260.0,68040.0,,,,143.0,,3.2,3.2,
1231,,2014,9,11,13,43,0.0,,-731420.0,68000.0,,,,148.0,,3.6,3.6,
1232,,2014,9,12,7,38,0.0,,-731540.0,68180.0,,,,146.0,,3.5,3.5,
1233,,2014,9,21,19,18,0.0,,-731440.0,68220.0,,,,147.0,,3.7,3.7,
1234,,2014,9,25,8,35,0.0,,-731480.0,68330.0,,,,153.0,,3.5,3.5,
1235,,2014,9,27,14,48,0.0,,-731550.0,68320.0,,,,142.0,,3.3,3.3,
1236,,2014,9,30,12,53,0.0,,-731760.0,68160.0,,,,144.0,,3.5,3.5,
1237,,2014,10,2,7,58,0.0,,-731390.0,68220.0,,,,151.0,,3.4,3.4,
1238,,2014,10,2,17,9,0.0,,-731520.0,68050.0,,,,149.0,,3.5,3.5,
1239,,2014,10,2,21,17,0.0,,-731540.0,68120.0,,,,148.0,,3.4,3.4,
1240,,2014,10,7,16,17,0.0,,-731800.0,68230.0,,,,142.0,,3.5,3.5,
1241,,2014,10,8,13,44,0.0,,-731470.0,68110.0,,,,146.0,,3.6,3.6,
1242,,2014,10,8,17,44,0.0,,-731510.0,68190.0,,,,145.0,,3.4,3.4,
1243,,2014,10,16,2,29,0.0,,-731430.0,68310.0,,,,155.0,,3.8,3.8,
1244,,2014,10,19,12,24,0.0,,-731420.0,68290.0,,,,149.0,,3.7,3.7,
1245,,2014,10,21,6,21,0.0,,-731390.0,67960.0,,,,147.0,,3.6,3.6,
1247,,2014,10,27,0,13,0.0,,-731260.0,68050.0,,,,150.0,,3.6,3.6,
1248,,2014,10,27,0,24,0.0,,-731430.0,67990.0,,,,149.0,,3.5,3.5,
1249,,2014,10,31,7,49,0.0,,-731350.0,67990.0,,,,145.0,,3.8,3.8,
1250,,2014,11,3,0,2,0.0,,-731110.0,67950.0,,,,150.0,,3.3,3.3,
1251,,2014,11,9,19,0,0.0,,-731520.0,68130.0,,,,150.0,,3.5,3.5,
1252,,2014,11,10,14,49,0.0,,-731610.0,68310.0,,,,153.0,,3.6,3.6,
1253,,2014,11,11,19,48,0.0,,-731540.0,68230.0,,,,149.0,,3.3,3.3,
1254,,2014,11,14,20,32,0.0,,-731630.0,68550.0,,,,143.0,,3.4,3.4,
1255,,2014,11,14,23,33,0.0,,-731490.0,68070.0,,,,145.0,,3.3,3.3,
1256,,2014,11,21,8,45,0.0,,-731540.0,68060.0,,,,141.0,,3.4,3.4,
1257,,2014,11,24,0,44,0.0,,-731460.0,68360.0,,,,142.0,,3.5,3.5,
1258,,2014,11,24,5,22,0.0,,-731400.0,68180.0,,,,150.0,,3.2,3.2,
1259,,2014,11,24,15,42,0.0,,-731490.0,68240.0,,,,142.0,,3.6,3.6,
1260,,2014,11,26,0,38,0.0,,-731420.0,68060.0,,,,144.0,,3.2,3.2,
1261,,2014,11,26,8,31,0.0,,-731360.0,68120.0,,,,148.0,,3.6,3.6,
1262,,2014,11,29,8,27,0.0,,-731420.0,68050.0,,,,147.0,,3.4,3.4,
1263,,2014,11,30,22,43,0.0,,-731660.0,68180.0,,,,143.0,,3.6,3.6,
1264,,2014,12,1,11,23,0.0,,-731500.0,68160.0,,,,139.0,,3.4,3.4,
1265,,2014,12,5,2,47,0.0,,-731350.0,68340.0,,,,147.0,,3.6,3.6,
1266,,2014,12,5,21,1,0.0,,-731380.0,68250.0,,,,147.0,,3.5,3.5,
1267,,2014,12,10,0,59,0.0,,-731550.0,68330.0,,,,148.0,,3.4,3.4,
1268,,2014,12,10,7,54,0.0,,-731530.0,68190.0,,,,145.0,,3.5,3.5,
1269,,2014,12,16,3,51,0.0,,-731380.0,68290.0,,,,143.0,,3.4,3.4,
1270,,2014,12,17,20,53,0.0,,-731490.0,68050.0,,,,151.0,,3.2,3.2,
1271,,2014,12,18,21,9,0.0,,-731510.0,68170.0,,,,142.0,,3.4,3.4,
1272,,2014,12,19,14,50,0.0,,-731500.0,68120.0,,,,146.0,,3.7,3.7,
1273,,2011,11,25,0,6,0.0,,-732110.0,68170.0,,,,169.0,,2.2,2.2,
1274,,2012,4,30,6,10,0.0,,-730600.0,67650.0,,,,157.0,,2.6,2.6,
1275,,2012,4,30,1,34,0.0,,-730770.0,67700.0,,,,178.0,,2.5,2.5,
1276,,2012,4,29,6,57,0.0,,-731280.0,67350.0,,,,172.0,,2.6,2.6,
1277,,2012,4,29,4,15,0.0,,-730940.0,67570.0,,,,173.0,,2.9,2.9,
1278,,2012,4,29,2,33,0.0,,-731310.0,67560.0,,,,166.0,,3.0,3.0,
1279,,2012,4,28,5,5,0.0,,-730940.0,67580.0,,,,168.0,,2.8,2.8,
1280,,2012,4,27,14,14,0.0,,-730140.0,68690.0,,,,186.0,,2.3,2.3,
1281,,2012,3,16,2,48,0.0,,-731490.0,67510.0,,,,163.0,,2.6,2.6,
1282,,2012,3,31,4,20,0.0,,-731520.0,68330.0,,,,162.0,,2.9,2.9,
1283,,2012,3,30,22,19,0.0,,-730700.0,66710.0,,,,172.0,,2.5,2.5,
1284,,2012,12,11,7,21,0.0,,-732160.0,68460.0,,,,10.0,,2.2,2.2,
1285,,2012,11,25,18,20,0.0,,-731160.0,67530.0,,,,167.0,,2.8,2.8,
1286,,2012,8,26,4,38,0.0,,-730970.0,68110.0,,,,171.0,,2.5,2.5,
1287,,2017,4,2,17,50,0.0,,-731240.0,67970.0,,,,146.0,,3.6,3.6,
1288,,2015,1,2,15,6,0.0,,-731510.0,68260.0,,,,144.0,,3.5,3.5,
1289,,2015,1,3,14,26,0.0,,-731600.0,68150.0,,,,147.0,,3.3,3.3,
1290,,2015,1,5,19,21,0.0,,-731510.0,68460.0,,,,145.0,,3.4,3.4,
1291,,2015,1,8,4,5,0.0,,-731490.0,68230.0,,,,149.0,,3.2,3.2,
1292,,2015,1,9,4,56,0.0,,-731730.0,68120.0,,,,147.0,,3.3,3.3,
1293,,2015,1,12,17,1,0.0,,-731740.0,68120.0,,,,142.0,,3.4,3.4,
1294,,2015,1,18,5,5,0.0,,-731320.0,68150.0,,,,145.0,,3.3,3.3,
1295,,2015,1,20,21,36,0.0,,-731500.0,68050.0,,,,144.0,,3.2,3.2,
1296,,2015,1,21,1,26,0.0,,-731240.0,68320.0,,,,150.0,,3.6,3.6,
1297,,2015,1,22,23,37,0.0,,-731370.0,68200.0,,,,146.0,,3.2,3.2,
1298,,2015,1,28,8,6,0.0,,-731450.0,68090.0,,,,143.0,,3.1,3.1,
1299,,2015,1,28,16,11,0.0,,-731540.0,67960.0,,,,142.0,,3.5,3.5,
1300,,2015,1,31,4,18,0.0,,-731490.0,68190.0,,,,142.0,,3.1,3.1,
1301,,2015,1,31,16,11,0.0,,-731190.0,67970.0,,,,152.0,,3.2,3.2,
1302,,2015,2,2,21,20,0.0,,-731340.0,68010.0,,,,150.0,,3.5,3.5,
1303,,2015,2,3,14,19,0.0,,-731360.0,68270.0,,,,147.0,,3.4,3.4,
1304,,2015,2,4,16,44,0.0,,-731530.0,68220.0,,,,145.0,,3.2,3.2,
1305,,2015,2,5,9,27,0.0,,-731870.0,68230.0,,,,140.0,,3.4,3.4,
1306,,2015,2,5,17,21,0.0,,-731450.0,68350.0,,,,145.0,,3.3,3.3,
1307,,2015,2,6,6,57,0.0,,-731400.0,68050.0,,,,152.0,,3.2,3.2,
1308,,2015,2,7,19,20,0.0,,-731630.0,68310.0,,,,140.0,,3.3,3.3,
1309,,2015,2,15,0,55,0.0,,-731360.0,68140.0,,,,146.0,,3.4,3.4,
1310,,2015,2,15,16,36,0.0,,-731730.0,68260.0,,,,137.0,,3.3,3.3,
1311,,2015,2,22,13,23,0.0,,-731530.0,68020.0,,,,147.0,,3.4,3.4,
1312,,2015,2,22,22,22,0.0,,-731800.0,68190.0,,,,142.0,,3.4,3.4,
1313,,2015,2,24,2,28,0.0,,-731560.0,67790.0,,,,145.0,,3.3,3.3,
1314,,2015,3,6,6,6,0.0,,-731490.0,68100.0,,,,141.0,,3.3,3.3,
1315,,2015,3,10,15,24,0.0,,-731440.0,68070.0,,,,145.0,,3.2,3.2,
1316,,2015,3,21,14,39,0.0,,-731170.0,68100.0,,,,151.0,,3.4,3.4,
1317,,2015,3,22,16,10,0.0,,-731570.0,68270.0,,,,147.0,,3.3,3.3,
1318,,2015,3,23,1,51,0.0,,-731660.0,68260.0,,,,140.0,,3.4,3.4,
1319,,2015,3,24,0,11,0.0,,-731180.0,68170.0,,,,152.0,,3.3,3.3,
1320,,2015,3,27,20,10,0.0,,-731430.0,68780.0,,,,148.0,,3.3,3.3,
1321,,2015,3,31,7,15,0.0,,-731340.0,68240.0,,,,144.0,,3.2,3.2,
1322,,2015,4,2,13,0,0.0,,-731430.0,68080.0,,,,144.0,,3.5,3.5,
1323,,2015,4,3,5,29,0.0,,-731400.0,68010.0,,,,143.0,,3.1,3.1,
1324,,2015,4,6,3,25,0.0,,-731210.0,68360.0,,,,145.0,,3.2,3.2,
1325,,2015,4,6,4,30,0.0,,-731410.0,68350.0,,,,143.0,,3.4,3.4,
1326,,2015,4,7,13,10,0.0,,-731510.0,68080.0,,,,145.0,,3.3,3.3,
1327,,2015,4,9,17,28,0.0,,-731480.0,68160.0,,,,148.0,,3.3,3.3,
1328,,2015,4,10,2,0,0.0,,-731350.0,68220.0,,,,145.0,,3.4,3.4,
1329,,2015,4,12,23,45,0.0,,-731380.0,68200.0,,,,140.0,,3.4,3.4,
1330,,2015,4,21,3,43,0.0,,-731420.0,68310.0,,,,145.0,,3.4,3.4,
1331,,2015,4,30,6,23,0.0,,-731410.0,68090.0,,,,150.0,,3.5,3.5,
1332,,2015,5,3,1,38,0.0,,-731250.0,68070.0,,,,145.0,,3.3,3.3,
1333,,2015,5,3,20,54,0.0,,-731270.0,68020.0,,,,152.0,,3.2,3.2,
1334,,2015,5,6,19,46,0.0,,-731520.0,68270.0,,,,142.0,,3.5,3.5,
1335,,2015,5,7,17,50,0.0,,-731500.0,68170.0,,,,142.0,,3.3,3.3,
1336,,2015,5,8,16,17,0.0,,-731280.0,68100.0,,,,150.0,,3.7,3.7,
1337,,2015,5,8,19,8,0.0,,-731450.0,68170.0,,,,146.0,,3.7,3.7,
1338,,2015,5,9,21,54,0.0,,-731160.0,68160.0,,,,144.0,,3.2,3.2,
1339,,2015,5,10,1,47,0.0,,-731310.0,68140.0,,,,148.0,,3.7,3.7,
1340,,2015,5,10,22,27,0.0,,-731060.0,68280.0,,,,140.0,,3.4,3.4,
1341,,2015,5,13,4,34,0.0,,-731160.0,68240.0,,,,149.0,,3.3,3.3,
1342,,2015,5,13,12,4,0.0,,-731350.0,67990.0,,,,148.0,,3.5,3.5,
1343,,2015,5,15,9,57,0.0,,-731250.0,68150.0,,,,153.0,,3.5,3.5,
1344,,2015,5,15,20,14,0.0,,-731400.0,68310.0,,,,146.0,,3.4,3.4,
1345,,2015,5,17,6,12,0.0,,-731200.0,68000.0,,,,149.0,,3.2,3.2,
1346,,2015,5,19,5,20,0.0,,-731290.0,68050.0,,,,143.0,,3.5,3.5,
1347,,2015,5,19,9,21,0.0,,-731320.0,68120.0,,,,144.0,,3.3,3.3,
1348,,2015,5,20,1,4,0.0,,-731450.0,68120.0,,,,147.0,,3.4,3.4,
1349,,2015,5,25,22,34,0.0,,-731390.0,68210.0,,,,145.0,,3.6,3.6,
1350,,2015,5,30,20,46,0.0,,-731740.0,68020.0,,,,147.0,,3.2,3.2,
1351,,2015,5,31,11,40,0.0,,-730880.0,68140.0,,,,146.0,,3.5,3.5,
1352,,2015,6,2,22,20,0.0,,-731140.0,67960.0,,,,143.0,,3.3,3.3,
1353,,2015,6,3,1,57,0.0,,-731330.0,68030.0,,,,141.0,,3.2,3.2,
1354,,2015,6,5,1,41,0.0,,-731190.0,68130.0,,,,145.0,,3.3,3.3,
1355,,2015,6,6,9,3,0.0,,-731080.0,68110.0,,,,151.0,,3.4,3.4,
1356,,2015,6,10,12,33,0.0,,-731330.0,68120.0,,,,147.0,,3.6,3.6,
1357,,2015,6,11,4,34,0.0,,-731500.0,68000.0,,,,140.0,,3.6,3.6,
1358,,2015,6,11,5,35,0.0,,-731290.0,68030.0,,,,142.0,,3.9,3.9,
1359,,2015,6,12,4,53,0.0,,-731240.0,68260.0,,,,146.0,,3.3,3.3,
1360,,2015,6,14,4,42,0.0,,-731050.0,68000.0,,,,148.0,,3.6,3.6,
1361,,2015,6,14,6,6,0.0,,-731270.0,68120.0,,,,149.0,,3.4,3.4,
1362,,2015,6,16,3,34,0.0,,-731080.0,68300.0,,,,148.0,,3.3,3.3,
1363,,2015,6,23,12,42,0.0,,-731040.0,68290.0,,,,148.0,,4.2,4.2,
1364,,2015,6,23,17,8,0.0,,-731220.0,68110.0,,,,149.0,,3.5,3.5,
1365,,2015,6,27,23,47,0.0,,-731190.0,68130.0,,,,147.0,,3.7,3.7,
1366,,2015,6,29,1,15,0.0,,-731540.0,68220.0,,,,140.0,,3.5,3.5,
1367,,2015,6,29,22,24,0.0,,-731240.0,68190.0,,,,142.0,,3.8,3.8,
1368,,2015,7,1,12,11,0.0,,-731140.0,68000.0,,,,147.0,,3.4,3.4,
1369,,2015,7,1,17,18,0.0,,-730380.0,68410.0,,,,156.0,,3.2,3.2,
1370,,2015,7,1,22,8,0.0,,-731400.0,68120.0,,,,146.0,,3.4,3.4,
1371,,2015,7,8,2,9,0.0,,-730900.0,68190.0,,,,143.0,,3.2,3.2,
1372,,2015,7,10,9,22,0.0,,-731140.0,68010.0,,,,148.0,,3.3,3.3,
1373,,2015,7,10,14,43,0.0,,-730600.0,68770.0,,,,147.0,,3.6,3.6,
1374,,2015,7,11,8,52,0.0,,-730910.0,68100.0,,,,151.0,,3.5,3.5,
1375,,2015,7,13,22,46,0.0,,-731310.0,68270.0,,,,142.0,,3.5,3.5,
1376,,2015,7,15,4,29,0.0,,-731310.0,68180.0,,,,147.0,,3.6,3.6,
1377,,2015,7,18,16,6,0.0,,-731590.0,68260.0,,,,144.0,,3.6,3.6,
1378,,2015,7,20,4,3,0.0,,-731160.0,68060.0,,,,144.0,,3.5,3.5,
1379,,2015,7,22,17,3,0.0,,-731580.0,68360.0,,,,141.0,,3.4,3.4,
1380,,2015,7,23,16,37,0.0,,-731400.0,68370.0,,,,137.0,,3.3,3.3,
1381,,2015,7,27,16,50,0.0,,-731250.0,68340.0,,,,145.0,,3.5,3.5,
1382,,2015,7,30,6,11,0.0,,-730920.0,68040.0,,,,142.0,,3.3,3.3,
1383,,2015,8,1,10,22,0.0,,-731450.0,68280.0,,,,140.0,,3.1,3.1,
1385,,2015,8,4,0,30,0.0,,-731350.0,68270.0,,,,146.0,,3.6,3.6,
1386,,2015,8,5,3,33,0.0,,-731190.0,68130.0,,,,151.0,,3.5,3.5,
1387,,2015,8,5,7,43,0.0,,-731040.0,68440.0,,,,156.0,,3.8,3.8,
1388,,2015,8,5,22,43,0.0,,-731390.0,68150.0,,,,141.0,,3.7,3.7,
1390,,2015,8,10,8,43,0.0,,-731320.0,68310.0,,,,146.0,,3.3,3.3,
1392,,2015,8,12,8,55,0.0,,-731400.0,68550.0,,,,144.0,,3.6,3.6,
1393,,2015,8,12,9,36,0.0,,-731460.0,68270.0,,,,143.0,,3.7,3.7,
1394,,2015,8,13,3,36,0.0,,-731260.0,68240.0,,,,145.0,,3.1,3.1,
1395,,2015,8,14,5,25,0.0,,-731030.0,68060.0,,,,145.0,,3.5,3.5,
1396,,2015,8,14,12,39,0.0,,-731330.0,67910.0,,,,146.0,,3.3,3.3,
1397,,2015,8,17,4,34,0.0,,-731030.0,68020.0,,,,146.0,,3.5,3.5,
1398,,2015,8,18,5,29,0.0,,-731230.0,68080.0,,,,148.0,,3.5,3.5,
1399,,2015,8,19,21,13,0.0,,-731440.0,68200.0,,,,146.0,,3.3,3.3,
1400,,2015,8,20,4,46,0.0,,-731400.0,68220.0,,,,142.0,,3.3,3.3,
1401,,2015,8,21,2,10,0.0,,-731470.0,68050.0,,,,146.0,,3.6,3.6,
1402,,2015,8,25,11,20,0.0,,-731210.0,68120.0,,,,144.0,,3.2,3.2,
1403,,2015,8,30,8,10,0.0,,-731110.0,68160.0,,,,147.0,,3.5,3.5,
1404,,2015,9,4,12,58,0.0,,-731390.0,68030.0,,,,140.0,,3.1,3.1,
1405,,2015,9,4,19,16,0.0,,-731430.0,68070.0,,,,146.0,,3.3,3.3,
1406,,2015,9,5,7,52,0.0,,-731320.0,68200.0,,,,144.0,,3.7,3.7,
1407,,2015,9,6,8,43,0.0,,-731140.0,68230.0,,,,148.0,,3.7,3.7,
1408,,2015,9,9,7,13,0.0,,-731420.0,68190.0,,,,144.0,,3.2,3.2,
1409,,2015,9,10,11,2,0.0,,-731350.0,68160.0,,,,145.0,,3.2,3.2,
1410,,2015,9,11,10,10,0.0,,-731340.0,68260.0,,,,142.0,,3.2,3.2,
1411,,2015,9,11,10,28,0.0,,-731380.0,68310.0,,,,145.0,,3.3,3.3,
1412,,2015,9,11,12,58,0.0,,-731290.0,68780.0,,,,146.0,,3.0,3.0,
1413,,2015,9,12,14,25,0.0,,-731380.0,68090.0,,,,147.0,,3.8,3.8,
1414,,2015,9,12,16,41,0.0,,-731490.0,68120.0,,,,146.0,,3.2,3.2,
1415,,2015,9,15,13,35,0.0,,-731220.0,67940.0,,,,148.0,,3.4,3.4,
1416,,2015,9,16,19,20,0.0,,-731570.0,68150.0,,,,145.0,,3.5,3.5,
1417,,2015,9,17,2,34,0.0,,-731100.0,67990.0,,,,152.0,,3.4,3.4,
1418,,2015,9,17,16,9,0.0,,-731620.0,68180.0,,,,143.0,,3.3,3.3,
1419,,2015,9,18,3,3,0.0,,-731500.0,68110.0,,,,146.0,,3.3,3.3,
1420,,2015,9,19,1,50,0.0,,-731400.0,68160.0,,,,149.0,,3.7,3.7,
1421,,2015,9,21,8,29,0.0,,-731590.0,68150.0,,,,146.0,,3.6,3.6,
1422,,2015,9,22,17,1,0.0,,-731460.0,68060.0,,,,147.0,,3.5,3.5,
