eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude
437,2013,1,1,2,48,0,-731530,68140,140,3.5,3.5
438,2013,1,1,3,20,0,-731320,67730,154,3,3
439,2013,1,1,4,20,0,-731070,67990,143,3.5,3.5
440,2013,1,1,4,47,0,-731100,68120,145,3.5,3.5
441,2013,1,2,0,21,0,-731670,68030,148,3,3
442,2013,1,2,4,6,0,-731660,67660,148,2.9,2.9
443,2013,1,2,9,25,0,-731290,68310,147,3.6,3.6
444,2013,1,3,1,12,0,-731560,68060,142,3,3
445,2013,1,3,7,40,0,-731680,67920,143,2.9,2.9
446,2013,1,3,17,49,0,-731070,68230,143,3.1,3.1
447,2013,1,4,18,8,0,-731210,68500,147,3,3
448,2013,1,5,2,40,0,-730810,68240,149,3.5,3.5
449,2013,1,5,4,55,0,-731280,68000,144,2.9,2.9
450,2013,1,5,5,42,0,-731830,68110,147,2.7,2.7
451,2013,1,5,14,54,0,-731460,68180,144,3,3
452,2013,1,6,0,24,0,-731340,68100,149,3,3
453,2013,1,6,3,19,0,-731300,68030,145,2.7,2.7
454,2013,1,6,5,23,0,-731480,68240,145,3.2,3.2
455,2013,1,7,0,7,0,-731200,68150,139,3.1,3.1
456,2013,1,7,1,50,0,-731490,68200,143,2.9,2.9
457,2013,1,7,6,25,0,-731290,67950,140,2.8,2.8
458,2013,1,7,8,58,0,-731360,67970,149,3.2,3.2
459,2013,1,7,13,19,0,-731390,67900,142,3.2,3.2
460,2013,1,7,14,16,0,-731240,67820,144,3.3,3.3
461,2013,1,8,8,33,0,-731030,68200,150,3.1,3.1
462,2013,1,8,10,3,0,-731990,67710,150,2.9,2.9
463,2013,1,8,11,41,0,-731850,68050,147,3,3
464,2013,1,8,15,56,0,-731490,68100,149,3,3
465,2013,1,9,13,49,0,-731280,67980,147,3,3
466,2013,1,10,10,4,0,-731460,68370,141,3.7,3.7
467,2013,1,10,11,23,0,-731350,68190,145,3,3
468,2013,1,10,15,25,0,-731620,67790,144,3,3
469,2013,1,12,10,12,0,-731440,68240,148,3.4,3.4
470,2013,1,12,13,39,0,-731560,68050,148,3.1,3.1
471,2013,1,12,18,41,0,-731500,67980,147,3.1,3.1
472,2013,1,12,18,44,0,-731410,67620,145,3,3
473,2013,1,13,10,26,0,-731430,68070,144,3,3
474,2013,1,13,10,31,0,-731680,67960,143,3.4,3.4
475,2013,1,13,11,22,0,-731380,68030,146,3.3,3.3
476,2013,1,14,12,34,0,-730380,68150,142,2.9,2.9
477,2013,1,14,23,56,0,-731340,67930,140,3.1,3.1
478,2013,1,15,4,17,0,-731540,68090,141,3.3,3.3
479,2013,1,15,21,5,0,-731120,68310,139,3.2,3.2
480,2013,1,17,15,36,0,-731180,68000,148,3.2,3.2
481,2013,1,17,20,39,0,-731360,67880,142,3.3,3.3
482,2013,1,21,4,9,0,-731650,67630,144,2.8,2.8
483,2013,1,21,6,52,0,-731330,68040,145,2.9,2.9
484,2013,1,21,7,54,0,-732800,68570,123,2.9,2.9
485,2013,1,21,8,4,0,-731570,67740,144,2.5,2.5
486,2013,1,21,19,22,0,-731350,68120,145,3.6,3.6
487,2013,1,22,1,13,0,-731490,68050,147,3.5,3.5
488,2013,1,22,2,42,0,-731380,67800,139,2.8,2.8
489,2013,1,22,4,39,0,-731630,67910,144,2.7,2.7
490,2013,1,22,5,36,0,-731380,68220,149,3.4,3.4
491,2013,1,22,6,10,0,-731530,68260,141,2.9,2.9
492,2013,1,23,0,44,0,-731370,67960,143,2.8,2.8
493,2013,1,23,1,44,0,-731380,67980,144,3.1,3.1
494,2013,1,23,5,35,0,-731440,68160,145,2.9,2.9
495,2013,1,23,5,36,0,-731410,68060,145,3,3
496,2013,1,23,18,13,0,-731420,67960,150,3.3,3.3
497,2013,1,23,21,48,0,-731380,68090,148,3.1,3.1
498,2013,1,24,2,45,0,-731760,67890,143,2.9,2.9
499,2013,1,25,10,29,0,-731280,67860,147,2.8,2.8
500,2013,1,25,18,1,0,-731570,67490,146,2.9,2.9
501,2013,1,25,20,47,0,-731610,68100,145,3.1,3.1
502,2013,1,26,1,45,0,-731320,67860,146,2.8,2.8
503,2013,1,26,3,33,0,-731620,67860,144,2.5,2.5
504,2013,1,26,6,9,0,-731400,68120,139,2.8,2.8
505,2013,1,27,5,7,0,-731380,68250,145,3.3,3.3
506,2013,1,27,5,58,0,-731620,68090,146,3,3
507,2013,1,27,6,55,0,-731610,68010,146,3,3
508,2013,1,28,6,28,0,-731540,67970,145,2.9,2.9
509,2013,1,28,7,38,0,-731520,67810,140,2.8,2.8
510,2013,1,28,19,42,0,-731420,67910,141,3.3,3.3
511,2013,1,29,1,37,0,-731600,67710,148,3,3
512,2013,1,29,14,58,0,-731520,68200,145,3.3,3.3
513,2013,1,30,16,42,0,-731600,67810,144,2.6,2.6
514,2013,1,31,17,10,0,-731550,67750,141,3.2,3.2
515,2013,2,1,12,17,0,-731610,68380,146,3.4,3.4
516,2013,2,1,16,26,0,-731520,68040,144,3,3
517,2013,2,1,18,49,0,-731480,67970,151,3.3,3.3
518,2013,2,1,21,34,0,-731540,67980,143,3.5,3.5
519,2013,2,2,1,26,0,-731550,68140,142,2.8,2.8
520,2013,2,2,4,56,0,-731510,67960,141,2.8,2.8
521,2013,2,2,5,53,0,-731350,68110,144,3.1,3.1
522,2013,2,2,7,23,0,-731320,68080,138,2.8,2.8
523,2013,2,2,9,47,0,-731490,67850,149,3,3
524,2013,2,3,10,23,0,-731610,68010,145,2.8,2.8
525,2013,2,3,13,32,0,-731260,67780,139,2.5,2.5
526,2013,2,3,16,32,0,-731370,68190,147,2.9,2.9
527,2013,2,4,23,2,0,-731510,68030,147,2.9,2.9
528,2013,2,5,21,25,0,-731870,68050,143,2.9,2.9
529,2013,2,6,23,23,0,-731280,67740,151,2.8,2.8
530,2013,2,11,6,23,0,-730920,68460,148,3.1,3.1
531,2013,2,13,16,23,0,-731280,68130,145,3.3,3.3
532,2013,2,13,17,12,0,-731340,68060,145,3.3,3.3
533,2013,2,14,9,57,0,-730970,68350,148,2.9,2.9
534,2013,2,16,14,15,0,-731100,67940,146,3.4,3.4
535,2013,2,16,19,19,0,-731340,67920,148,3.1,3.1
536,2013,2,19,18,14,0,-731500,68500,142,3.5,3.5
537,2013,2,19,19,55,0,-731320,68150,144,3.2,3.2
538,2013,2,21,11,31,0,-731160,68220,149,3.2,3.2
539,2013,2,22,5,37,0,-731510,68240,146,3.3,3.3
540,2013,2,23,16,35,0,-731800,68470,141,3.3,3.3
541,2013,2,24,8,46,0,-731770,68050,149,3.2,3.2
542,2013,2,24,12,38,0,-731410,68330,146,3.2,3.2
543,2013,2,25,0,33,0,-731630,67790,148,2.8,2.8
544,2013,2,25,1,3,0,-731450,67830,148,2.7,2.7
545,2013,2,25,19,58,0,-731320,68130,147,3.4,3.4
546,2013,2,26,3,27,0,-731740,68210,140,3,3
547,2013,2,26,5,6,0,-731530,67640,145,2.7,2.7
548,2013,2,27,2,44,0,-731540,67820,147,2.7,2.7
549,2013,2,27,2,45,0,-730900,68360,152,3.6,3.6
550,2013,2,27,3,58,0,-731590,68090,145,2.8,2.8
551,2013,2,27,9,37,0,-731510,68160,142,2.7,2.7
552,2013,2,27,10,21,0,-731540,67910,150,3.5,3.5
553,2013,2,28,12,59,0,-731560,67920,144,2.8,2.8
554,2013,2,28,14,50,0,-731360,68100,144,3.1,3.1
555,2013,2,28,17,31,0,-731430,68370,142,3.3,3.3
556,2013,3,1,0,7,0,-731510,68160,142,3.2,3.2
557,2013,3,1,3,20,0,-731520,68260,142,3,3
558,2013,3,1,5,51,0,-731490,68180,146,2.9,2.9
559,2013,3,3,1,42,0,-731590,68230,142,3.1,3.1
560,2013,3,3,12,22,0,-731470,68260,145,3.2,3.2
561,2013,3,4,22,59,0,-731520,68220,143,3.5,3.5
562,2013,3,5,11,3,0,-731280,68010,146,3.3,3.3
563,2013,3,5,13,15,0,-731480,68060,147,3,3
564,2013,3,6,18,44,0,-731450,68190,148,3.2,3.2
565,2013,3,7,18,56,0,-731280,68100,142,3.4,3.4
566,2013,3,7,19,16,0,-731150,68230,144,3.5,3.5
567,2013,3,9,0,33,0,-731490,68710,142,3.2,3.2
568,2013,3,9,6,10,0,-731250,68130,148,3.3,3.3
569,2013,3,11,19,59,0,-731260,68380,146,3.4,3.4
570,2013,3,16,1,29,0,-731450,68160,148,3.3,3.3
571,2013,3,16,4,12,0,-731530,68100,142,2.9,2.9
572,2013,3,16,7,4,0,-731190,67950,146,3.1,3.1
573,2013,3,19,17,17,0,-731560,68010,147,3.7,3.7
574,2013,3,20,10,12,0,-731540,68040,146,3.1,3.1
575,2013,3,21,0,19,0,-731520,68410,144,3.1,3.1
576,2013,3,21,7,55,0,-731330,67920,139,2.9,2.9
577,2013,3,23,18,49,0,-731450,68400,147,3.8,3.8
578,2013,3,23,19,30,0,-731530,68180,138,3,3
579,2013,3,23,19,56,0,-731480,68140,146,3.5,3.5
580,2013,3,26,15,53,0,-731510,67920,149,3.4,3.4
581,2013,3,27,16,11,0,-731440,67970,148,3.2,3.2
582,2013,3,28,3,23,0,-731440,68100,149,3.2,3.2
583,2013,3,30,10,26,0,-731470,68070,145,3.3,3.3
584,2013,3,30,13,39,0,-731610,67600,154,3.1,3.1
585,2013,3,31,23,5,0,-731310,68040,146,3.5,3.5
586,2013,5,2,12,8,0,-731510,68170,146,3.5,3.5
587,2013,5,3,20,1,0,-731850,67930,136,2.3,2.3
588,2013,5,3,20,35,0,-731480,67970,148,2.5,2.5
589,2013,5,4,14,21,0,-731610,68070,144,3.2,3.2
590,2013,5,6,21,16,0,-731700,68180,145,3,3
591,2013,5,7,22,36,0,-731330,67980,146,3.1,3.1
592,2013,5,11,14,40,0,-731690,68210,149,3.6,3.6
593,2013,5,12,22,26,0,-731390,67880,148,3.5,3.5
594,2013,5,16,7,37,0,-731410,67910,144,3,3
595,2013,5,16,10,19,0,-731720,68000,146,2.7,2.7
596,2013,5,16,15,58,0,-731640,68050,144,3.3,3.3
597,2013,5,18,1,48,0,-731500,68160,148,3.3,3.3
598,2013,5,19,0,14,0,-731450,68190,147,3.3,3.3
599,2013,5,19,19,2,0,-731300,68040,146,3.4,3.4
600,2013,5,19,20,1,0,-731430,68190,154,3.5,3.5
601,2013,5,20,4,29,0,-731400,68260,146,3.1,3.1
602,2013,5,20,4,53,0,-731260,68210,147,3.1,3.1
603,2013,5,20,6,36,0,-731380,68200,150,3.5,3.5
604,2013,5,21,20,41,0,-731390,68570,147,3.4,3.4
605,2013,5,22,15,10,0,-731420,68290,147,3.3,3.3
606,2013,5,22,19,54,0,-731240,68300,143,3.4,3.4
607,2013,5,23,2,20,0,-731220,68300,150,3.8,3.8
608,2013,5,24,16,39,0,-731440,67670,147,3.3,3.3
609,2013,5,26,8,38,0,-731600,68150,143,3.1,3.1
610,2013,5,27,1,33,0,-731830,67950,140,2.8,2.8
611,2013,5,27,3,20,0,-731450,67870,142,3,3
612,2013,5,27,7,17,0,-731760,68110,140,2.7,2.7
613,2013,5,27,7,43,0,-731530,68040,143,2.7,2.7
614,2013,5,27,10,9,0,-731410,68450,148,3.4,3.4
615,2013,5,28,22,26,0,-731540,68010,143,3.5,3.5
616,2013,5,29,1,42,0,-731700,67940,141,3.1,3.1
617,2013,5,29,8,10,0,-731460,68160,137,2.9,2.9
618,2013,5,29,9,40,0,-731320,68070,147,2.9,2.9
619,2013,5,29,16,47,0,-731120,68350,150,3.4,3.4
620,2013,5,29,23,54,0,-731620,67910,143,3.1,3.1
621,2013,5,30,8,0,0,-731540,67810,148,2.9,2.9
622,2013,5,31,2,19,0,-731670,68020,137,2.7,2.7
623,2013,6,1,11,1,0,-731280,68440,152,3.7,3.7
624,2013,6,2,1,20,0,-731540,68170,145,3.2,3.2
625,2013,6,2,16,20,0,-731490,68250,150,3.3,3.3
626,2013,6,3,15,12,0,-731290,68360,146,3.4,3.4
627,2013,6,4,0,25,0,-731510,68180,143,3.5,3.5
628,2013,6,4,10,23,0,-731440,68010,146,2.8,2.8
629,2013,6,4,21,32,0,-731130,68080,139,3.5,3.5
630,2013,6,5,3,25,0,-731340,68140,144,3.2,3.2
631,2013,6,5,11,12,0,-731510,68190,140,3,3
632,2013,6,5,22,31,0,-731390,68080,148,3.3,3.3
633,2013,6,6,4,27,0,-731430,68160,144,3.2,3.2
634,2013,6,6,14,19,0,-731580,68120,143,3.3,3.3
635,2013,6,8,16,52,0,-731490,68190,140,3.5,3.5
636,2013,6,8,23,14,0,-731390,68060,149,3.4,3.4
637,2013,6,9,20,9,0,-731350,68220,145,3.5,3.5
638,2013,6,10,20,0,0,-731370,68300,144,3.1,3.1
639,2013,6,13,20,14,0,-731450,68120,143,3,3
640,2013,6,18,22,10,0,-731370,68170,138,3.2,3.2
641,2013,6,25,5,39,0,-731560,68100,144,3.3,3.3
642,2013,6,25,7,56,0,-731590,67980,149,3.4,3.4
643,2013,6,26,23,35,0,-731790,68260,142,3.8,3.8
644,2013,6,27,5,34,0,-731370,68020,146,2.9,2.9
645,2013,6,27,12,34,0,-731440,68160,150,3.4,3.4
646,2013,6,28,7,30,0,-731430,68140,146,3.3,3.3
647,2013,6,28,7,39,0,-731700,68160,144,3.1,3.1
648,2013,6,28,8,4,0,-731580,68050,145,3.1,3.1
649,2013,6,29,2,30,0,-731500,68310,147,3.1,3.1
650,2013,6,29,3,12,0,-731090,68340,149,3.3,3.3
651,2013,6,29,7,28,0,-731390,68390,145,3.3,3.3
652,2013,6,30,0,15,0,-731600,68390,145,3.1,3.1
653,2013,7,1,0,40,0,-731260,68730,148,3.9,3.9
654,2013,7,1,10,35,0,-731660,68160,144,3.1,3.1
655,2013,7,2,11,58,0,-731760,68150,145,3.6,3.6
656,2013,7,2,15,27,0,-731740,68010,146,3.4,3.4
657,2013,7,3,8,54,0,-731320,68090,150,3.5,3.5
658,2013,7,3,10,45,0,-731610,67950,145,2.9,2.9
659,2013,7,3,11,28,0,-731630,68320,144,3,3
660,2013,7,4,9,46,0,-731450,68180,146,3.4,3.4
661,2013,7,4,16,44,0,-731460,67930,146,3.4,3.4
662,2013,7,8,2,24,0,-731540,68280,141,3.1,3.1
663,2013,7,9,5,14,0,-731590,68160,149,3.3,3.3
664,2013,7,9,21,5,0,-731610,67960,143,3.2,3.2
665,2013,7,9,21,9,0,-731460,67830,143,3.1,3.1
666,2013,7,13,10,42,0,-731450,68180,144,3.3,3.3
667,2013,7,16,1,29,0,-731520,68240,146,3.5,3.5
668,2013,7,16,15,34,0,-731170,68190,147,2.9,2.9
669,2013,7,16,17,7,0,-731410,68140,147,3.2,3.2
670,2013,7,18,9,34,0,-731350,68120,148,3.4,3.4
671,2013,7,18,15,3,0,-731460,68110,141,3.5,3.5
672,2013,7,19,1,37,0,-731500,68140,139,3.4,3.4
673,2013,7,20,15,40,0,-731340,68140,145,3.2,3.2
674,2013,7,21,9,53,0,-731560,68270,146,3.4,3.4
675,2013,7,22,13,40,0,-731510,68220,143,3.1,3.1
676,2013,7,22,13,46,0,-731430,68240,145,3,3
677,2013,7,24,20,50,0,-731430,68280,146,3.3,3.3
678,2013,7,25,15,55,0,-731460,68120,140,3.3,3.3
679,2013,7,27,10,0,0,-731620,68290,143,3,3
680,2013,7,30,2,19,0,-731250,68160,143,3,3
681,2013,7,30,5,54,0,-731570,67970,150,3.8,3.8
682,2013,7,30,10,50,0,-731560,68200,148,3.3,3.3
683,2013,7,31,12,3,0,-731120,68380,147,3.4,3.4
684,2013,8,1,7,46,0,-731390,68370,143,3.1,3.1
685,2013,8,2,17,27,0,-731500,68270,151,3.3,3.3
686,2013,8,3,17,57,0,-731450,68070,150,3.5,3.5
687,2013,8,3,18,31,0,-731420,68160,147,3.4,3.4
688,2013,8,4,5,2,0,-731380,68120,143,3.1,3.1
689,2013,8,5,23,30,0,-731510,68240,147,3.3,3.3
690,2013,8,6,4,19,0,-731470,67910,149,3.1,3.1
691,2013,8,6,4,44,0,-731190,68150,151,3.5,3.5
692,2013,8,6,7,41,0,-731310,68010,144,3.4,3.4
693,2013,8,8,1,57,0,-731600,68230,146,3.2,3.2
694,2013,8,10,1,3,0,-731500,68130,147,2.8,2.8
695,2013,8,11,4,12,0,-731550,68130,144,3.1,3.1
696,2013,8,11,4,35,0,-731720,68160,143,3,3
697,2013,8,11,6,58,0,-731500,67700,136,3.2,3.2
698,2013,8,11,12,11,0,-731680,68010,145,3.2,3.2
699,2013,8,12,3,35,0,-731510,68350,149,3.5,3.5
700,2013,8,12,11,0,0,-731750,68220,143,3.2,3.2
701,2013,8,12,12,58,0,-731550,68210,148,3.2,3.2
702,2013,8,13,20,58,0,-731460,68130,142,3,3
703,2013,8,15,14,53,0,-731400,67940,140,3.3,3.3
704,2013,8,15,20,49,0,-731560,68230,148,3.3,3.3
705,2013,8,16,6,0,0,-730360,68660,136,2.7,2.7
706,2013,8,16,10,16,0,-731450,67660,145,2.5,2.5
707,2013,8,16,11,10,0,-731400,67980,146,3.3,3.3
708,2013,8,16,11,30,0,-731550,67760,144,2.6,2.6
709,2013,8,17,0,24,0,-731360,68070,148,2.7,2.7
710,2013,8,17,1,18,0,-731630,68080,144,2.4,2.4
711,2013,8,17,3,1,0,-731350,67790,141,2.2,2.2
712,2013,8,17,3,58,0,-731510,68410,138,2.3,2.3
713,2013,8,17,4,42,0,-731340,67940,134,1.9,1.9
714,2013,8,17,6,22,0,-731510,68080,143,2.9,2.9
715,2013,8,17,6,33,0,-731290,68020,144,2.4,2.4
716,2013,8,18,11,35,0,-731510,67970,148,3,3
717,2013,8,19,4,46,0,-731400,68220,150,3.4,3.4
718,2013,8,19,5,37,0,-731430,68190,145,3,3
719,2013,8,19,20,11,0,-731730,67950,143,3.1,3.1
720,2013,8,20,1,21,0,-731200,67340,140,2.9,2.9
721,2013,8,20,7,17,0,-731150,68230,142,2.2,2.2
722,2013,8,20,8,51,0,-731580,67940,135,3.2,3.2
723,2013,8,21,12,12,0,-731440,68160,141,3,3
724,2013,8,21,12,50,0,-731790,67750,141,2.6,2.6
725,2013,8,21,23,24,0,-731520,68020,148,3.1,3.1
726,2013,8,22,12,12,0,-731270,68110,139,2.7,2.7
727,2013,8,22,12,37,0,-730950,68050,145,2.5,2.5
728,2013,8,22,12,57,0,-731640,67910,139,2.7,2.7
729,2013,8,22,17,2,0,-731740,67900,135,2.4,2.4
730,2013,8,22,23,33,0,-731420,67880,148,3,3
731,2013,8,23,13,9,0,-731130,68130,147,2.3,2.3
732,2013,8,24,10,9,0,-731330,68130,146,3.1,3.1
733,2013,8,24,13,53,0,-731700,67840,144,2.9,2.9
734,2013,8,24,16,41,0,-731450,67910,147,2.8,2.8
735,2013,8,24,17,28,0,-731360,68180,146,2.3,2.3
736,2013,8,24,18,28,0,-731830,68200,144,2.7,2.7
737,2013,8,24,19,12,0,-731450,67810,147,2.3,2.3
738,2013,8,25,2,15,0,-731600,67980,148,2.5,2.5
739,2013,8,25,6,20,0,-731360,67840,145,2.7,2.7
740,2013,8,25,8,23,0,-731540,68170,140,2.4,2.4
741,2013,8,25,8,54,0,-731510,68300,138,2.3,2.3
742,2013,8,25,22,48,0,-731720,68190,147,3.3,3.3
743,2013,8,26,15,29,0,-731550,68030,139,3.4,3.4
744,2013,8,26,17,25,0,-731690,68260,147,3.3,3.3
745,2013,8,26,20,35,0,-731700,67860,140,2.4,2.4
746,2013,8,26,21,20,0,-731630,67820,143,2.1,2.1
747,2013,8,26,21,55,0,-730980,67880,145,2.6,2.6
748,2013,8,26,23,28,0,-732030,67350,139,2,2
749,2013,8,27,7,48,0,-731100,67720,145,2.8,2.8
750,2013,8,27,18,56,0,-731550,68260,139,3.1,3.1
751,2013,8,27,19,25,0,-731510,67860,142,2.2,2.2
752,2013,8,27,21,9,0,-731380,67870,141,2.2,2.2
753,2013,8,27,21,28,0,-730840,67820,145,2.7,2.7
754,2013,8,27,23,19,0,-731210,67950,139,2.4,2.4
755,2013,8,28,20,47,0,-731900,67410,142,2.5,2.5
756,2013,8,28,22,20,0,-730860,67720,147,2.8,2.8
757,2013,8,29,2,23,0,-731480,67990,141,3.4,3.4
758,2013,8,29,9,13,0,-731600,68130,147,2.9,2.9
759,2013,8,29,23,14,0,-730960,67620,144,2.5,2.5
760,2013,8,30,6,51,0,-731620,68140,144,3.1,3.1
761,2013,8,30,11,52,0,-731610,67690,140,2.9,2.9
762,2013,8,30,22,38,0,-731290,67980,142,3,3
763,2013,8,31,3,7,0,-731460,68200,144,3.1,3.1
764,2013,8,31,21,27,0,-731330,67990,141,2.7,2.7
765,2013,8,31,21,29,0,-731310,68260,139,3.6,3.6
766,2013,9,1,22,10,0,-731340,68210,144,3,3
767,2013,9,1,23,57,0,-730970,67840,137,2.3,2.3
768,2013,9,3,4,22,0,-731470,68220,147,3.2,3.2
769,2013,9,3,20,14,0,-731420,67950,142,3.1,3.1
770,2013,9,3,20,34,0,-731560,68190,147,2.9,2.9
771,2013,9,6,3,25,0,-731490,68240,145,3.1,3.1
772,2013,9,11,13,6,0,-731400,68050,145,3,3
773,2013,9,11,13,11,0,-731400,68220,146,3.1,3.1
774,2013,9,11,16,3,0,-731440,68060,141,3.1,3.1
775,2013,9,12,2,16,0,-731230,68030,150,2.8,2.8
776,2013,9,12,8,15,0,-731590,68160,145,2.7,2.7
777,2013,9,13,9,23,0,-731590,68270,146,2.5,2.5
778,2013,9,14,23,59,0,-731550,68130,143,3,3
779,2013,9,15,8,0,0,-731600,68250,148,3.2,3.2
780,2013,9,15,17,57,0,-731600,68190,148,3.3,3.3
781,2013,9,16,9,11,0,-731620,68260,147,3.2,3.2
782,2013,9,16,17,14,0,-731340,68050,148,3.2,3.2
783,2013,9,17,2,34,0,-731420,68120,148,2.9,2.9
784,2013,9,17,6,44,0,-731620,68280,149,3.5,3.5
785,2013,9,18,5,35,0,-731530,67970,147,2.8,2.8
786,2013,9,18,23,1,0,-731530,68300,149,3.4,3.4
787,2013,9,19,4,15,0,-731730,67900,145,3.2,3.2
788,2013,9,19,6,20,0,-731820,68100,144,3,3
789,2013,9,20,8,0,0,-731460,68280,145,2.6,2.6
790,2013,9,20,16,51,0,-731610,68170,144,3.3,3.3
791,2013,9,20,17,6,0,-731540,68150,143,2.8,2.8
792,2013,9,21,9,31,0,-731540,67950,148,3.1,3.1
793,2013,9,22,1,37,0,-731520,68130,149,3,3
794,2013,9,22,8,7,0,-731720,68290,145,3.1,3.1
795,2013,9,22,11,16,0,-731620,68160,148,2.7,2.7
796,2013,9,22,17,58,0,-731260,68170,147,2.6,2.6
797,2013,9,22,21,15,0,-731540,68150,147,3.2,3.2
798,2013,9,23,10,7,0,-731170,68230,145,2.5,2.5
799,2013,9,23,12,46,0,-731610,68140,147,2.7,2.7
800,2013,9,23,15,51,0,-731800,68390,138,3.1,3.1
801,2013,9,23,16,27,0,-731420,68280,144,3.4,3.4
802,2013,9,23,17,1,0,-731430,68090,143,2.5,2.5
803,2013,9,23,18,12,0,-731510,67880,143,2.8,2.8
804,2013,9,23,19,40,0,-731430,68310,146,2.6,2.6
805,2013,9,24,12,34,0,-731850,67980,144,2.9,2.9
806,2013,9,24,19,3,0,-731450,68290,143,3.2,3.2
807,2013,9,24,19,50,0,-731080,68040,139,2.8,2.8
808,2013,9,24,22,22,0,-731440,68170,149,2.9,2.9
809,2013,9,25,10,38,0,-731330,67880,144,2.8,2.8
810,2013,9,26,14,44,0,-731520,68330,143,3.2,3.2
811,2013,9,26,15,5,0,-731600,67940,146,2.7,2.7
812,2013,9,26,15,38,0,-731540,68310,143,2.5,2.5
813,2013,9,26,18,45,0,-731500,68650,140,3.2,3.2
814,2013,9,26,19,40,0,-731410,67880,144,2.7,2.7
815,2013,9,26,23,0,0,-731250,67910,143,2.8,2.8
816,2013,9,27,10,37,0,-731650,68010,147,2.1,2.1
817,2013,9,27,11,25,0,-731370,67700,138,2.7,2.7
818,2013,9,27,12,49,0,-731610,68240,144,2.5,2.5
819,2013,9,27,13,31,0,-731290,67970,139,2.3,2.3
820,2013,9,27,15,8,0,-731210,68080,149,3.5,3.5
821,2013,9,27,16,58,0,-731000,67880,146,2.7,2.7
822,2013,9,27,17,26,0,-731160,67650,146,2.4,2.4
823,2013,9,27,18,44,0,-731430,67980,140,2.6,2.6
824,2013,9,28,0,37,0,-731270,67880,147,2.5,2.5
825,2013,9,28,2,29,0,-731560,67810,134,2.5,2.5
826,2013,9,28,13,34,0,-731840,68040,142,3,3
827,2013,9,28,21,56,0,-731350,67940,142,2.8,2.8
828,2013,9,29,3,50,0,-731470,68170,142,2.9,2.9
829,2013,9,29,7,59,0,-731800,68120,140,2.7,2.7
830,2013,9,29,20,31,0,-731710,68380,141,2.8,2.8
831,2013,9,30,0,51,0,-730500,68200,126,2.3,2.3
832,2013,10,1,8,27,0,-731510,68200,141,2.8,2.8
833,2013,10,1,11,9,0,-731420,68130,141,2.6,2.6
834,2013,10,1,16,7,0,-731690,67710,143,2.7,2.7
835,2013,10,2,4,30,0,-731310,68040,139,2.7,2.7
836,2013,10,2,6,20,0,-731590,67890,139,3.3,3.3
837,2013,10,2,11,17,0,-731480,68080,145,2.7,2.7
838,2013,10,2,15,26,0,-731640,67950,145,2.8,2.8
839,2013,10,2,18,10,0,-731400,68190,148,3.2,3.2
840,2013,10,2,19,21,0,-731520,67930,149,2.7,2.7
841,2013,10,3,3,33,0,-731140,68040,147,2.7,2.7
842,2013,10,3,7,28,0,-731620,68140,140,3,3
843,2013,10,3,15,45,0,-731430,68330,141,2.8,2.8
844,2013,10,3,16,21,0,-731580,67960,138,2.9,2.9
845,2013,10,4,13,43,0,-731600,68190,139,2.8,2.8
846,2013,10,4,13,51,0,-731550,68290,144,2.9,2.9
847,2013,10,4,13,53,0,-731530,68230,141,3.2,3.2
848,2013,10,4,14,15,0,-731350,67920,137,2.8,2.8
849,2013,10,4,14,49,0,-731490,68230,142,2.7,2.7
850,2013,10,4,15,49,0,-731460,68070,140,2.6,2.6
851,2013,10,4,15,58,0,-731480,68050,138,2.9,2.9
852,2013,10,5,16,28,0,-731520,68080,145,3.1,3.1
853,2013,10,5,17,45,0,-731750,67480,133,2.6,2.6
854,2013,10,6,12,34,0,-731570,67850,146,2.6,2.6
855,2013,10,6,18,38,0,-731210,68080,146,2.7,2.7
856,2013,10,7,14,3,0,-731280,68110,144,3.3,3.3
857,2013,10,7,20,9,0,-731430,68150,144,3,3
858,2013,10,8,11,41,0,-731680,68330,144,3,3
859,2013,10,9,22,32,0,-731260,68040,146,2.9,2.9
860,2013,10,10,10,52,0,-731570,68080,143,2.7,2.7
861,2013,10,10,16,36,0,-731390,68110,147,3.1,3.1
862,2013,10,10,21,7,0,-731420,67970,144,2.7,2.7
863,2013,10,11,22,30,0,-731570,68010,144,2.5,2.5
864,2013,10,11,22,37,0,-731440,67690,140,2.8,2.8
865,2013,10,12,20,54,0,-731460,68220,135,2.8,2.8
866,2013,10,13,15,15,0,-731540,68050,144,2.7,2.7
867,2013,10,13,19,45,0,-731460,68130,141,3,3
868,2013,10,13,22,59,0,-731370,67790,142,2.9,2.9
869,2013,10,14,5,52,0,-731150,68280,152,3.4,3.4
870,2013,10,15,18,44,0,-731540,68010,147,3.1,3.1
871,2013,10,15,20,38,0,-731510,68020,147,2.9,2.9
872,2013,10,16,22,7,0,-731340,68100,151,3,3
873,2013,10,17,1,56,0,-731640,68020,141,3.2,3.2
874,2013,10,17,23,57,0,-731220,68110,143,3,3
875,2013,10,21,8,13,0,-731760,68150,147,2.4,2.4
876,2013,10,21,11,23,0,-731610,68110,143,3.4,3.4
877,2013,10,22,2,23,0,-731520,68400,145,2.9,2.9
878,2013,10,23,9,14,0,-731290,67980,142,2.7,2.7
