eventID,year,month,day,hour,minute,second,longitude,latitude,depth,magnitude,sigmaMagnitude
1733,2018,1,9,22,57,0,-731530,68150,148,3.4,3.4
1734,2018,1,16,4,9,0,-731510,68630,147,3.4,3.4
1735,2018,1,17,4,19,0,-731910,68450,150,3.4,3.4
1736,2018,1,27,10,48,0,-731630,68500,147,3.3,3.3
1737,2018,1,27,15,58,0,-731980,68750,140,3.4,3.4
1738,2018,2,3,15,35,0,-731440,68220,150,3.3,3.3
1739,2018,2,7,2,54,0,-731650,68650,150,3.5,3.5
1740,2018,2,10,12,49,0,-731260,68640,147,3.6,3.6
1741,2018,2,13,7,9,0,-731440,68510,148,3.8,3.8
1742,2018,2,14,0,15,0,-731590,68650,147,4.2,4.2
1743,2018,2,19,10,11,0,-731590,68380,146,3.4,3.4
1744,2018,2,25,9,37,0,-731520,68420,144,3.6,3.6
1745,2019,5,10,3,52,0,-731200,68200,145,7.1,7.1
1746,2019,11,27,6,56,0,-731800,68200,146,4.8,4.8
1747,2004,11,19,0,20,0,-730940,68450,175,2.6,2.6
1748,2005,1,2,5,24,0,-732050,68110,167,1.8,1.8
1749,2005,1,8,4,9,0,-732210,68900,168,1.7,1.7
1750,2005,4,24,3,9,0,-731660,67390,160,2.4,2.4
1751,2005,12,23,4,53,0,-731230,67720,164,1.9,1.9
1752,2006,7,30,13,53,0,-731760,67470,146,1.9,1.9
1753,2006,7,31,6,20,0,-731670,67620,163,1.9,1.9
1754,2006,12,27,4,10,0,-731570,68250,159,2.3,2.3
